code_str,labels
"for(int i=0; i<2; i++) {
    w = 4
}
j = 0
if(j < 0) {
    u = 5
}
else if(j >= 0) {
    k = 5
}
else if(j > 1) {
    b = 1
}
else {
    p = 4
}
l = 1
if(l > 2) {
    i = 3
}
else {
    k = 3
}
for(int i=0; i<0; i++) {
    f = 3
}
c = 2
for(int i=0; i<0; i++) {
    p = 1
}
r = 4
if(r >= 1) {
    a = 2
}
else {
    j = 1
}
END","[1, 0, 1, 0, 0, 0, 0, 1]"
"s = 2
v = 3
if(v <= 2) {
    d = 3
}
else if(v <= 4) {
    n = 0
}
for(int i=0; i<2; i++) {
    w = 2
}
for(int i=0; i<2; i++) {
    g = 1
}
for(int i=0; i<3; i++) {
    j = 2
}
END","[0, 1, 1, 1, 1]"
"e = 3
if(e < 0) {
    e = 1
}
i = 2
for(int i=0; i<0; i++) {
    e = 2
}
a = 4
o = 0
e = 0
e = 3
END","[0, 0]"
"d = 4
i = 5
if(i <= 3) {
    q = 5
}
else if(i <= 5) {
    g = 4
}
else if(i > 1) {
    e = 3
}
m = 4
u = 3
if(u == 1) {
    v = 4
}
else if(u >= 0) {
    x = 0
}
else {
    w = 2
}
END","[0, 1, 1, 0, 1]"
"a = 5
if(a > 4) {
    h = 3
}
else {
    w = 1
}
h = 5
if(h > 4) {
    c = 0
}
else if(h <= 5) {
    n = 5
}
for(int i=0; i<0; i++) {
    d = 2
}
i = 4
j = 4
if(j > 3) {
    r = 2
}
n = 4
if(n < 3) {
    u = 5
}
else if(n > 4) {
    i = 5
}
END","[1, 1, 1, 0, 1, 0, 0]"
"for(int i=0; i<3; i++) {
    r = 4
}
x = 3
for(int i=0; i<2; i++) {
    k = 1
}
END","[1, 1]"
"for(int i=0; i<3; i++) {
    r = 1
}
a = 2
if(a > 5) {
    a = 3
}
j = 4
if(j < 1) {
    v = 2
}
else {
    l = 0
}
s = 1
if(s > 4) {
    w = 4
}
else if(s <= 4) {
    n = 5
}
else if(s < 4) {
    m = 3
}
END","[1, 0, 0, 0, 1, 1]"
"n = 0
if(n > 5) {
    d = 5
}
else if(n < 0) {
    h = 0
}
else {
    m = 5
}
for(int i=0; i<2; i++) {
    a = 1
}
k = 5
if(k == 3) {
    o = 4
}
else if(k > 4) {
    x = 4
}
x = 5
if(x >= 2) {
    n = 0
}
else {
    u = 1
}
END","[0, 0, 1, 0, 1, 1]"
"u = 0
e = 5
h = 2
w = 0
c = 2
if(c < 4) {
    y = 5
}
else if(c >= 4) {
    i = 5
}
else {
    j = 4
}
x = 4
END","[1, 0]"
"d = 1
g = 5
if(g == 5) {
    c = 5
}
else if(g >= 3) {
    a = 1
}
else if(g >= 3) {
    b = 3
}
else {
    v = 5
}
t = 2
q = 3
p = 3
d = 0
if(d <= 2) {
    n = 5
}
else if(d >= 2) {
    c = 1
}
else {
    u = 0
}
d = 5
END","[1, 1, 1, 1, 0]"
"b = 5
f = 0
r = 0
if(r >= 4) {
    q = 3
}
c = 5
if(c > 3) {
    j = 5
}
else if(c >= 3) {
    c = 3
}
o = 1
END","[0, 1, 1]"
"g = 3
i = 5
if(i <= 1) {
    q = 4
}
else if(i < 0) {
    r = 3
}
else if(i > 3) {
    e = 2
}
else {
    p = 0
}
s = 0
if(s == 0) {
    n = 3
}
else {
    g = 3
}
a = 2
if(a == 1) {
    j = 2
}
else if(a <= 5) {
    k = 1
}
else if(a <= 4) {
    c = 1
}
x = 4
if(x == 4) {
    s = 4
}
else {
    l = 5
}
b = 1
w = 5
END","[0, 0, 1, 1, 0, 1, 1, 1]"
"a = 0
if(a == 1) {
    u = 0
}
else if(a == 2) {
    l = 1
}
else {
    o = 5
}
n = 4
for(int i=0; i<3; i++) {
    p = 5
}
s = 0
if(s >= 5) {
    s = 5
}
else if(s >= 0) {
    y = 0
}
else if(s > 1) {
    d = 0
}
else {
    q = 5
}
j = 5
if(j < 4) {
    r = 0
}
else {
    a = 0
}
s = 4
if(s >= 3) {
    j = 3
}
for(int i=0; i<3; i++) {
    l = 5
}
END","[0, 0, 1, 0, 1, 0, 0, 1, 1]"
"l = 1
for(int i=0; i<1; i++) {
    j = 5
}
for(int i=0; i<0; i++) {
    h = 1
}
w = 4
if(w < 3) {
    e = 5
}
else {
    f = 4
}
END","[1, 0, 0]"
"f = 4
if(f > 3) {
    y = 2
}
for(int i=0; i<3; i++) {
    o = 5
}
q = 0
for(int i=0; i<3; i++) {
    j = 2
}
END","[1, 1, 1]"
"for(int i=0; i<2; i++) {
    m = 3
}
a = 4
l = 3
h = 0
if(h < 4) {
    c = 1
}
else if(h < 3) {
    q = 0
}
else if(h > 5) {
    y = 5
}
u = 1
for(int i=0; i<3; i++) {
    a = 4
}
END","[1, 1, 1, 0, 1]"
"j = 4
z = 3
q = 5
if(q <= 2) {
    j = 3
}
else if(q >= 2) {
    k = 0
}
else if(q > 1) {
    a = 5
}
else {
    l = 1
}
for(int i=0; i<1; i++) {
    q = 0
}
END","[0, 1, 1, 1]"
"for(int i=0; i<0; i++) {
    n = 4
}
j = 2
if(j < 0) {
    u = 5
}
else if(j > 0) {
    i = 5
}
j = 2
g = 5
if(g >= 2) {
    j = 4
}
else if(g >= 0) {
    k = 0
}
for(int i=0; i<3; i++) {
    b = 2
}
for(int i=0; i<3; i++) {
    f = 2
}
END","[0, 0, 1, 1, 1, 1, 1]"
"for(int i=0; i<0; i++) {
    w = 2
}
for(int i=0; i<2; i++) {
    d = 4
}
h = 2
w = 3
if(w == 0) {
    y = 4
}
else if(w == 5) {
    a = 2
}
else if(w > 2) {
    j = 4
}
else {
    k = 3
}
for(int i=0; i<0; i++) {
    e = 1
}
for(int i=0; i<3; i++) {
    z = 0
}
END","[0, 1, 0, 0, 1, 0, 1]"
"n = 2
h = 3
if(h > 5) {
    p = 5
}
e = 0
for(int i=0; i<2; i++) {
    z = 2
}
l = 1
if(l > 1) {
    k = 2
}
else if(l <= 2) {
    k = 3
}
else {
    n = 0
}
f = 5
y = 1
END","[0, 1, 0, 1]"
"r = 0
if(r >= 2) {
    m = 3
}
else if(r <= 2) {
    x = 3
}
for(int i=0; i<1; i++) {
    n = 1
}
v = 1
c = 2
c = 0
if(c <= 1) {
    j = 0
}
else if(c == 4) {
    s = 0
}
f = 2
for(int i=0; i<1; i++) {
    u = 5
}
END","[0, 1, 1, 1, 0, 1]"
"c = 5
if(c < 2) {
    g = 1
}
else if(c == 2) {
    x = 2
}
else {
    b = 1
}
m = 2
if(m < 2) {
    e = 1
}
else if(m > 2) {
    r = 1
}
else if(m == 3) {
    r = 0
}
else {
    s = 5
}
u = 3
if(u <= 3) {
    w = 3
}
else if(u >= 1) {
    o = 3
}
for(int i=0; i<1; i++) {
    h = 3
}
z = 4
r = 1
p = 2
END","[0, 0, 0, 0, 0, 1, 1, 1]"
"h = 2
t = 3
u = 0
d = 4
END",[]
"i = 5
if(i < 4) {
    v = 2
}
else {
    x = 0
}
m = 5
b = 3
n = 5
if(n <= 0) {
    o = 4
}
else {
    d = 2
}
o = 3
if(o < 1) {
    g = 2
}
else {
    t = 3
}
END","[0, 0, 0]"
"x = 4
if(x < 4) {
    r = 3
}
else {
    o = 2
}
o = 3
b = 5
for(int i=0; i<1; i++) {
    n = 2
}
END","[0, 1]"
"y = 2
r = 0
if(r == 1) {
    t = 0
}
else if(r == 0) {
    j = 1
}
else {
    o = 3
}
r = 1
h = 0
if(h > 5) {
    e = 5
}
else if(h > 5) {
    z = 2
}
else if(h < 2) {
    h = 4
}
for(int i=0; i<1; i++) {
    p = 3
}
END","[0, 1, 0, 0, 1, 1]"
"q = 4
p = 5
for(int i=0; i<0; i++) {
    e = 1
}
a = 5
u = 2
y = 5
END",[0]
"for(int i=0; i<0; i++) {
    n = 2
}
a = 4
if(a <= 1) {
    z = 0
}
else if(a > 5) {
    p = 5
}
else if(a >= 4) {
    k = 0
}
c = 3
END","[0, 0, 0, 1]"
"c = 4
for(int i=0; i<0; i++) {
    k = 1
}
r = 1
f = 3
b = 0
if(b >= 3) {
    f = 3
}
else {
    e = 0
}
END","[0, 0]"
"v = 1
c = 0
if(c == 1) {
    k = 0
}
else {
    o = 3
}
x = 1
if(x == 0) {
    n = 5
}
else if(x <= 3) {
    e = 0
}
else {
    e = 3
}
for(int i=0; i<2; i++) {
    u = 5
}
e = 5
for(int i=0; i<2; i++) {
    d = 0
}
END","[0, 0, 1, 1, 1]"
"for(int i=0; i<2; i++) {
    n = 0
}
v = 1
x = 0
n = 1
if(n < 5) {
    u = 2
}
else if(n == 3) {
    e = 3
}
else if(n == 2) {
    x = 0
}
r = 5
k = 5
m = 0
END","[1, 1, 0, 0]"
"g = 5
a = 3
n = 1
i = 4
if(i == 5) {
    u = 0
}
else {
    x = 1
}
t = 4
if(t == 1) {
    z = 4
}
else if(t >= 1) {
    n = 5
}
v = 1
k = 2
if(k < 2) {
    e = 4
}
else if(k < 5) {
    h = 1
}
else {
    v = 1
}
END","[0, 0, 1, 0, 1]"
"m = 5
b = 4
p = 1
q = 5
END",[]
"for(int i=0; i<3; i++) {
    j = 1
}
u = 3
i = 4
n = 2
END",[1]
"m = 3
if(m < 3) {
    q = 0
}
else if(m <= 0) {
    b = 0
}
else if(m > 0) {
    e = 2
}
q = 0
if(q > 0) {
    t = 2
}
else if(q == 2) {
    b = 3
}
else if(q < 5) {
    i = 4
}
else {
    s = 5
}
i = 0
u = 5
p = 1
for(int i=0; i<0; i++) {
    x = 4
}
w = 4
END","[0, 0, 1, 0, 0, 1, 0]"
"for(int i=0; i<1; i++) {
    i = 3
}
for(int i=0; i<0; i++) {
    i = 5
}
for(int i=0; i<0; i++) {
    x = 1
}
h = 1
e = 2
if(e == 1) {
    p = 5
}
else if(e > 3) {
    m = 5
}
else if(e >= 2) {
    l = 1
}
q = 2
if(q > 1) {
    p = 3
}
k = 1
if(k == 2) {
    z = 0
}
else if(k > 4) {
    d = 1
}
else {
    i = 0
}
END","[1, 0, 0, 0, 0, 1, 1, 0, 0]"
"y = 0
if(y <= 5) {
    k = 1
}
for(int i=0; i<0; i++) {
    x = 0
}
w = 3
c = 4
m = 1
if(m == 2) {
    o = 2
}
END","[1, 0, 0]"
"b = 2
if(b == 0) {
    w = 0
}
w = 0
if(w < 4) {
    a = 5
}
else if(w >= 4) {
    k = 3
}
else {
    c = 5
}
u = 0
if(u < 1) {
    m = 4
}
else if(u < 0) {
    m = 3
}
else if(u < 3) {
    t = 1
}
x = 5
if(x == 2) {
    t = 2
}
else if(x >= 4) {
    g = 4
}
else {
    j = 5
}
for(int i=0; i<0; i++) {
    b = 3
}
END","[0, 1, 0, 1, 0, 1, 0, 1, 0]"
"for(int i=0; i<0; i++) {
    b = 0
}
for(int i=0; i<2; i++) {
    g = 4
}
h = 1
if(h < 0) {
    g = 1
}
else if(h < 5) {
    i = 2
}
else if(h > 2) {
    t = 5
}
else {
    k = 3
}
for(int i=0; i<0; i++) {
    q = 3
}
l = 5
if(l >= 5) {
    v = 2
}
else if(l <= 2) {
    v = 3
}
else {
    m = 4
}
END","[0, 1, 0, 1, 0, 0, 1, 0]"
"g = 1
for(int i=0; i<3; i++) {
    k = 5
}
q = 4
if(q == 4) {
    g = 4
}
else if(q < 3) {
    p = 0
}
else if(q < 5) {
    c = 3
}
else {
    w = 4
}
for(int i=0; i<3; i++) {
    g = 2
}
for(int i=0; i<0; i++) {
    h = 0
}
n = 2
if(n > 2) {
    f = 5
}
END","[1, 1, 0, 1, 1, 0, 0]"
"o = 3
if(o < 3) {
    n = 5
}
else if(o > 5) {
    a = 1
}
else if(o > 3) {
    k = 3
}
v = 0
if(v >= 5) {
    x = 2
}
else if(v < 0) {
    q = 5
}
w = 3
END","[0, 0, 0, 0, 0]"
"for(int i=0; i<1; i++) {
    t = 1
}
c = 4
j = 2
o = 2
if(o <= 4) {
    l = 2
}
else if(o == 2) {
    c = 2
}
else if(o == 0) {
    g = 0
}
else {
    l = 0
}
a = 5
k = 5
a = 1
if(a <= 1) {
    t = 1
}
else if(a < 4) {
    y = 0
}
else if(a < 4) {
    l = 1
}
END","[1, 1, 1, 0, 1, 1, 1]"
"for(int i=0; i<2; i++) {
    j = 5
}
m = 2
if(m <= 1) {
    t = 0
}
j = 0
z = 1
if(z < 1) {
    z = 2
}
else {
    j = 4
}
END","[1, 0, 0]"
"v = 4
if(v == 4) {
    z = 4
}
else if(v < 5) {
    b = 1
}
else if(v == 4) {
    s = 3
}
p = 4
if(p == 0) {
    l = 3
}
r = 5
if(r < 4) {
    q = 3
}
else if(r == 5) {
    k = 2
}
END","[1, 1, 1, 0, 0, 1]"
"k = 1
n = 4
u = 0
w = 4
for(int i=0; i<3; i++) {
    a = 5
}
e = 0
if(e > 3) {
    z = 1
}
else if(e < 4) {
    n = 0
}
else if(e < 5) {
    z = 1
}
u = 2
END","[1, 0, 1, 1]"
"for(int i=0; i<0; i++) {
    e = 3
}
for(int i=0; i<2; i++) {
    a = 2
}
i = 4
if(i <= 3) {
    w = 3
}
else {
    c = 0
}
p = 5
END","[0, 1, 0]"
"for(int i=0; i<1; i++) {
    g = 5
}
b = 2
if(b > 4) {
    i = 0
}
else {
    g = 3
}
z = 4
if(z > 2) {
    v = 3
}
else if(z <= 2) {
    r = 2
}
else if(z <= 1) {
    e = 0
}
h = 5
for(int i=0; i<1; i++) {
    v = 3
}
END","[1, 0, 1, 0, 0, 1]"
"n = 2
s = 3
if(s <= 3) {
    k = 2
}
else if(s >= 2) {
    k = 5
}
else if(s > 3) {
    e = 2
}
else {
    o = 3
}
h = 4
END","[1, 1, 0]"
"b = 5
if(b > 2) {
    m = 5
}
else if(b > 2) {
    x = 4
}
else if(b < 1) {
    z = 5
}
for(int i=0; i<1; i++) {
    b = 5
}
o = 1
i = 5
f = 0
if(f <= 3) {
    f = 4
}
for(int i=0; i<1; i++) {
    f = 5
}
END","[1, 1, 0, 1, 1, 1]"
"c = 1
j = 1
if(j == 3) {
    h = 3
}
else if(j >= 3) {
    i = 0
}
else if(j <= 5) {
    e = 4
}
o = 1
END","[0, 0, 1]"
"u = 1
for(int i=0; i<3; i++) {
    u = 4
}
c = 2
END",[1]
"c = 0
k = 1
if(k > 2) {
    r = 5
}
else if(k > 3) {
    x = 5
}
else if(k <= 0) {
    v = 0
}
x = 2
for(int i=0; i<3; i++) {
    q = 1
}
o = 0
y = 4
n = 0
if(n >= 1) {
    r = 4
}
else if(n < 3) {
    b = 5
}
END","[0, 0, 0, 1, 0, 1]"
"for(int i=0; i<2; i++) {
    t = 4
}
p = 5
if(p < 1) {
    w = 4
}
else {
    o = 2
}
a = 2
a = 3
a = 2
END","[1, 0]"
"for(int i=0; i<0; i++) {
    r = 0
}
v = 5
j = 2
u = 0
END",[0]
"for(int i=0; i<2; i++) {
    t = 3
}
for(int i=0; i<3; i++) {
    f = 0
}
for(int i=0; i<0; i++) {
    z = 1
}
s = 3
if(s < 3) {
    s = 3
}
END","[1, 1, 0, 0]"
"b = 5
if(b < 3) {
    w = 2
}
else {
    b = 3
}
for(int i=0; i<0; i++) {
    r = 3
}
for(int i=0; i<1; i++) {
    y = 3
}
for(int i=0; i<0; i++) {
    i = 3
}
for(int i=0; i<2; i++) {
    j = 1
}
f = 0
END","[0, 0, 1, 0, 1]"
"o = 4
if(o > 0) {
    a = 2
}
c = 2
if(c <= 3) {
    r = 5
}
else if(c >= 0) {
    b = 4
}
else if(c < 2) {
    z = 4
}
else {
    m = 2
}
h = 0
if(h == 4) {
    h = 4
}
l = 2
l = 1
if(l >= 2) {
    i = 1
}
else if(l > 5) {
    j = 0
}
else {
    d = 3
}
END","[1, 1, 1, 0, 0, 0, 0]"
"for(int i=0; i<3; i++) {
    e = 5
}
for(int i=0; i<3; i++) {
    h = 5
}
h = 5
r = 1
g = 1
b = 4
m = 3
if(m <= 2) {
    k = 2
}
else if(m > 2) {
    l = 1
}
else if(m >= 0) {
    p = 1
}
END","[1, 1, 0, 1, 1]"
"h = 0
l = 2
if(l == 4) {
    s = 1
}
else {
    p = 4
}
b = 1
if(b < 2) {
    p = 5
}
else if(b > 5) {
    m = 1
}
else if(b < 0) {
    o = 3
}
q = 2
if(q >= 5) {
    g = 5
}
else if(q >= 2) {
    w = 2
}
for(int i=0; i<2; i++) {
    a = 1
}
i = 3
if(i <= 4) {
    j = 1
}
else if(i == 5) {
    p = 1
}
else if(i >= 1) {
    c = 3
}
u = 3
if(u == 5) {
    s = 5
}
else if(u == 4) {
    x = 5
}
END","[0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
"e = 5
r = 3
o = 2
if(o == 5) {
    g = 3
}
else if(o <= 1) {
    f = 4
}
else {
    s = 4
}
for(int i=0; i<2; i++) {
    w = 1
}
o = 3
j = 1
if(j == 5) {
    q = 2
}
else if(j > 3) {
    c = 1
}
else if(j >= 0) {
    b = 1
}
else {
    m = 0
}
for(int i=0; i<1; i++) {
    h = 4
}
END","[0, 0, 1, 0, 0, 1, 1]"
"for(int i=0; i<3; i++) {
    v = 3
}
c = 1
if(c >= 4) {
    t = 4
}
else if(c == 3) {
    g = 2
}
else if(c > 4) {
    r = 0
}
a = 3
END","[1, 0, 0, 0]"
"e = 3
w = 3
if(w == 3) {
    r = 3
}
else if(w <= 1) {
    e = 5
}
else {
    q = 3
}
x = 0
if(x == 3) {
    x = 4
}
i = 3
if(i > 5) {
    t = 1
}
else {
    h = 4
}
for(int i=0; i<1; i++) {
    v = 2
}
o = 4
END","[1, 0, 0, 0, 1]"
"d = 3
if(d < 1) {
    g = 5
}
t = 3
x = 2
j = 3
o = 2
d = 4
if(d < 4) {
    p = 2
}
else if(d == 5) {
    u = 2
}
else if(d >= 1) {
    b = 0
}
END","[0, 0, 0, 1]"
"for(int i=0; i<2; i++) {
    p = 5
}
u = 0
if(u > 5) {
    j = 5
}
else if(u <= 4) {
    i = 5
}
else if(u == 5) {
    w = 3
}
else {
    a = 4
}
e = 4
for(int i=0; i<3; i++) {
    r = 3
}
n = 5
m = 0
if(m > 1) {
    v = 2
}
else if(m == 5) {
    l = 2
}
else {
    s = 2
}
END","[1, 0, 1, 0, 1, 0, 0]"
"p = 2
if(p >= 2) {
    u = 0
}
else {
    l = 1
}
i = 3
if(i == 2) {
    s = 0
}
else {
    x = 4
}
for(int i=0; i<2; i++) {
    y = 2
}
w = 5
END","[1, 0, 1]"
"r = 4
for(int i=0; i<2; i++) {
    m = 0
}
for(int i=0; i<2; i++) {
    s = 0
}
p = 1
END","[1, 1]"
"l = 3
s = 1
g = 2
if(g <= 2) {
    g = 0
}
else if(g == 1) {
    y = 1
}
else {
    i = 3
}
i = 1
if(i <= 5) {
    b = 2
}
for(int i=0; i<2; i++) {
    e = 0
}
s = 5
END","[1, 0, 1, 1]"
"for(int i=0; i<0; i++) {
    m = 3
}
for(int i=0; i<2; i++) {
    c = 5
}
r = 3
x = 3
o = 2
if(o == 1) {
    o = 2
}
else if(o == 0) {
    c = 5
}
for(int i=0; i<0; i++) {
    c = 5
}
u = 1
END","[0, 1, 0, 0, 0]"
"j = 1
if(j <= 1) {
    a = 0
}
else if(j > 4) {
    s = 2
}
else {
    v = 2
}
for(int i=0; i<1; i++) {
    w = 4
}
m = 1
if(m < 3) {
    y = 3
}
a = 2
p = 0
for(int i=0; i<0; i++) {
    v = 2
}
q = 5
END","[1, 0, 1, 1, 0]"
"t = 3
if(t < 4) {
    t = 4
}
z = 1
if(z < 0) {
    l = 0
}
else if(z < 1) {
    n = 4
}
else if(z <= 4) {
    i = 3
}
for(int i=0; i<1; i++) {
    q = 2
}
o = 5
if(o <= 0) {
    j = 4
}
x = 4
if(x < 1) {
    b = 0
}
for(int i=0; i<0; i++) {
    y = 2
}
END","[1, 0, 0, 1, 1, 0, 0, 0]"
"m = 2
c = 1
for(int i=0; i<2; i++) {
    r = 5
}
f = 3
d = 4
if(d == 4) {
    y = 4
}
else if(d >= 0) {
    k = 5
}
else {
    u = 0
}
END","[1, 1, 1]"
"h = 4
if(h < 4) {
    f = 2
}
else if(h > 4) {
    m = 5
}
else {
    x = 0
}
l = 1
if(l <= 4) {
    e = 0
}
n = 1
g = 5
if(g >= 4) {
    p = 2
}
else if(g < 4) {
    m = 3
}
else if(g > 1) {
    y = 2
}
z = 5
if(z == 3) {
    s = 0
}
else if(z >= 0) {
    g = 1
}
for(int i=0; i<0; i++) {
    h = 4
}
END","[0, 0, 1, 1, 0, 1, 0, 1, 0]"
"v = 3
v = 4
q = 5
if(q >= 3) {
    w = 5
}
else {
    d = 2
}
END",[1]
"z = 0
if(z <= 5) {
    l = 5
}
else if(z > 2) {
    b = 1
}
r = 0
c = 2
b = 1
for(int i=0; i<1; i++) {
    x = 2
}
y = 3
f = 5
END","[1, 0, 1]"
"g = 5
if(g >= 3) {
    z = 5
}
else if(g == 1) {
    f = 3
}
else if(g >= 4) {
    i = 2
}
c = 4
if(c > 0) {
    h = 3
}
else if(c >= 4) {
    z = 2
}
else {
    w = 3
}
w = 2
for(int i=0; i<2; i++) {
    f = 0
}
b = 0
if(b > 3) {
    a = 1
}
else if(b <= 3) {
    r = 4
}
else if(b <= 0) {
    h = 2
}
g = 5
z = 3
if(z < 3) {
    w = 1
}
else if(z > 2) {
    g = 3
}
else if(z > 5) {
    t = 4
}
else {
    q = 5
}
END","[1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0]"
"c = 4
q = 1
if(q < 5) {
    n = 1
}
else {
    h = 3
}
u = 3
t = 3
if(t <= 4) {
    q = 2
}
for(int i=0; i<2; i++) {
    b = 4
}
for(int i=0; i<2; i++) {
    k = 0
}
END","[1, 1, 1, 1]"
"k = 0
if(k > 1) {
    k = 4
}
else if(k < 2) {
    w = 1
}
else if(k > 5) {
    h = 4
}
u = 5
u = 0
i = 4
w = 3
m = 3
END","[0, 1, 0]"
"k = 0
n = 1
if(n <= 0) {
    y = 3
}
else {
    q = 1
}
d = 4
if(d > 3) {
    u = 4
}
else if(d < 0) {
    i = 5
}
else {
    a = 0
}
END","[0, 1, 0]"
"q = 0
u = 5
i = 5
if(i > 1) {
    h = 1
}
else if(i == 3) {
    b = 3
}
else if(i > 0) {
    t = 5
}
else {
    h = 4
}
END","[1, 0, 1]"
"m = 3
for(int i=0; i<0; i++) {
    u = 2
}
q = 2
v = 4
if(v < 2) {
    p = 3
}
else {
    j = 0
}
END","[0, 0]"
"i = 2
if(i < 2) {
    d = 1
}
else {
    x = 2
}
k = 3
d = 1
if(d < 1) {
    n = 2
}
else if(d <= 3) {
    u = 4
}
else if(d >= 1) {
    f = 5
}
else {
    n = 4
}
d = 3
if(d < 2) {
    c = 0
}
else if(d >= 5) {
    u = 3
}
else if(d >= 4) {
    h = 5
}
else {
    y = 2
}
END","[0, 0, 1, 1, 0, 0, 0]"
"l = 2
f = 5
if(f > 3) {
    t = 5
}
else {
    i = 3
}
s = 1
for(int i=0; i<0; i++) {
    o = 5
}
for(int i=0; i<3; i++) {
    a = 5
}
END","[1, 0, 1]"
"g = 0
if(g <= 3) {
    t = 2
}
for(int i=0; i<2; i++) {
    e = 0
}
v = 0
if(v > 4) {
    v = 1
}
else if(v <= 2) {
    z = 5
}
else if(v <= 3) {
    q = 4
}
else {
    x = 2
}
for(int i=0; i<3; i++) {
    d = 0
}
e = 4
if(e <= 2) {
    a = 3
}
else {
    n = 3
}
for(int i=0; i<3; i++) {
    t = 2
}
END","[1, 1, 0, 1, 1, 1, 0, 1]"
"for(int i=0; i<1; i++) {
    p = 4
}
z = 3
for(int i=0; i<2; i++) {
    n = 0
}
for(int i=0; i<1; i++) {
    f = 1
}
for(int i=0; i<0; i++) {
    p = 2
}
END","[1, 1, 1, 0]"
"f = 3
q = 3
x = 0
if(x < 0) {
    r = 3
}
else {
    r = 2
}
u = 3
if(u >= 5) {
    p = 0
}
else if(u < 0) {
    t = 5
}
else {
    e = 4
}
e = 5
if(e >= 3) {
    g = 0
}
else {
    j = 3
}
END","[0, 0, 0, 1]"
"y = 2
i = 5
if(i >= 3) {
    i = 4
}
else if(i > 3) {
    r = 2
}
y = 0
if(y >= 2) {
    t = 1
}
else if(y >= 0) {
    d = 3
}
t = 4
END","[1, 1, 0, 1]"
"x = 5
q = 5
if(q >= 3) {
    y = 1
}
else if(q == 4) {
    e = 1
}
else {
    w = 1
}
l = 3
w = 4
if(w >= 4) {
    a = 2
}
else if(w == 3) {
    b = 4
}
else if(w >= 5) {
    v = 2
}
END","[1, 0, 1, 0, 0]"
"t = 1
v = 4
for(int i=0; i<0; i++) {
    m = 0
}
c = 3
if(c < 4) {
    l = 4
}
else if(c == 1) {
    w = 3
}
END","[0, 1, 0]"
"r = 4
if(r >= 5) {
    m = 3
}
else if(r > 4) {
    c = 4
}
o = 2
u = 0
x = 3
END","[0, 0]"
"y = 4
t = 4
if(t == 4) {
    p = 5
}
else if(t > 4) {
    c = 2
}
else {
    p = 3
}
y = 4
f = 2
if(f == 0) {
    e = 3
}
else if(f > 5) {
    n = 1
}
g = 4
if(g > 0) {
    q = 0
}
else {
    t = 5
}
for(int i=0; i<1; i++) {
    v = 1
}
END","[1, 0, 0, 0, 1, 1]"
"s = 0
if(s == 1) {
    i = 1
}
else if(s == 3) {
    j = 1
}
else if(s > 5) {
    y = 2
}
i = 3
c = 3
END","[0, 0, 0]"
"for(int i=0; i<0; i++) {
    q = 1
}
x = 5
p = 3
if(p == 2) {
    t = 1
}
else if(p >= 1) {
    x = 1
}
for(int i=0; i<3; i++) {
    i = 4
}
for(int i=0; i<2; i++) {
    v = 2
}
for(int i=0; i<2; i++) {
    s = 5
}
for(int i=0; i<0; i++) {
    t = 4
}
END","[0, 0, 1, 1, 1, 1, 0]"
"d = 4
if(d <= 5) {
    g = 0
}
else if(d == 2) {
    v = 3
}
else {
    l = 0
}
for(int i=0; i<2; i++) {
    b = 3
}
for(int i=0; i<2; i++) {
    h = 1
}
k = 5
if(k == 5) {
    i = 0
}
else if(k <= 0) {
    m = 2
}
else {
    p = 3
}
for(int i=0; i<2; i++) {
    w = 0
}
g = 5
END","[1, 0, 1, 1, 1, 0, 1]"
"g = 5
for(int i=0; i<1; i++) {
    p = 4
}
d = 5
g = 1
for(int i=0; i<2; i++) {
    d = 1
}
for(int i=0; i<3; i++) {
    n = 2
}
END","[1, 1, 1]"
"t = 2
if(t <= 1) {
    m = 4
}
else if(t >= 3) {
    o = 3
}
else if(t < 4) {
    v = 3
}
else {
    r = 4
}
q = 1
for(int i=0; i<1; i++) {
    s = 1
}
s = 5
s = 4
i = 5
END","[0, 0, 1, 1]"
"n = 0
if(n <= 2) {
    g = 3
}
for(int i=0; i<0; i++) {
    i = 1
}
v = 4
if(v > 4) {
    w = 2
}
else if(v <= 4) {
    f = 5
}
else if(v <= 1) {
    p = 1
}
else {
    n = 2
}
i = 0
for(int i=0; i<3; i++) {
    s = 3
}
a = 5
u = 2
END","[1, 0, 0, 1, 0, 1]"
"for(int i=0; i<0; i++) {
    o = 0
}
for(int i=0; i<2; i++) {
    v = 4
}
for(int i=0; i<1; i++) {
    d = 2
}
END","[0, 1, 1]"
"f = 1
if(f == 2) {
    i = 2
}
else if(f > 4) {
    x = 3
}
else if(f <= 1) {
    n = 5
}
else {
    t = 4
}
for(int i=0; i<2; i++) {
    o = 3
}
for(int i=0; i<1; i++) {
    x = 3
}
for(int i=0; i<2; i++) {
    i = 0
}
END","[0, 0, 1, 1, 1, 1]"
"r = 4
if(r <= 2) {
    f = 5
}
else if(r == 4) {
    q = 5
}
else if(r < 4) {
    t = 2
}
else {
    y = 2
}
z = 2
if(z > 5) {
    e = 3
}
p = 2
q = 5
END","[0, 1, 0, 0]"
